Pno01G005483.t1	Pno01G005033.t2
Pno05G003820.t1	Pno06G001592.t1
Pno05G003822.t1	Pno06G001603.t1
Pno05G003830.t1	Pno06G001615.t1
Pno05G003831.t1	Pno06G001619.t1
Pno05G003834.t1	Pno06G001639.t1
Pno05G003835.t1	Pno06G001650.t1
Pno05G003861.t2	Pno06G001656.t1
Pno05G003862.t1	Pno06G001664.t1
Pno05G003864.t1	Pno06G001669.t1
Pno05G003865.t1	Pno06G001679.t2
Pno05G003866.t2	Pno06G001685.t1
Pno05G003874.t1	Pno06G001698.t1
Pno05G003875.t1	Pno06G001705.t1
Pno05G003881.t1	Pno06G001737.t1
Pno05G003884.t1	Pno06G001741.t1
Pno05G003888.t1	Pno06G001751.t1
Pno05G003891.t1	Pno06G001752.t1
Pno05G003894.t2	Pno06G001771.t1
Pno05G003895.t1	Pno06G001772.t1
Pno05G003901.t1	Pno06G001797.t1
Pno05G003903.t2	Pno06G001811.t1
Pno05G003908.t1	Pno06G001823.t1
Pno05G003910.t1	Pno06G001828.t1
Pno05G003923.t1	Pno06G001867.t1
Pno05G003928.t1	Pno06G001876.t1
Pno05G003936.t1	Pno06G002000.t1
Pno05G003939.t1	Pno06G002017.t1
Pno05G003953.t1	Pno06G002171.t1
Pno05G003962.t1	Pno06G002190.t2
Pno05G003968.t1	Pno06G002249.t1
Pno05G003970.t1	Pno06G002254.t1
Pno05G003972.t1	Pno06G002331.t1
Pno05G003992.t2	Pno06G002379.t3
Pno05G003993.t1	Pno06G002428.t1
Pno05G003996.t1	Pno06G002466.t1
Pno05G003997.t1	Pno06G002478.t1
Pno05G003998.t2	Pno06G002488.t1
Pno05G003999.t1	Pno06G002498.t1
Pno05G004001.t1	Pno06G002511.t1
Pno05G004003.t1	Pno06G002602.t1
Pno05G004004.t3	Pno06G002611.t2
Pno05G004005.t2	Pno06G002636.t1
Pno05G004006.t1	Pno06G002654.t1
Pno05G004007.t1	Pno06G002671.t1
Pno05G004009.t1	Pno06G002701.t1
Pno05G004013.t1	Pno06G002746.t1
Pno05G004017.t1	Pno06G002764.t1
Pno05G004018.t1	Pno06G002766.t1
Pno05G004025.t1	Pno06G002767.t1
Pno05G004027.t1	Pno06G002796.t1
Pno05G004028.t3	Pno06G002805.t2
Pno05G004030.t1	Pno06G002818.t1
Pno05G004031.t1	Pno06G002827.t1
Pno05G004033.t1	Pno06G002944.t1
Pno05G004035.t1	Pno06G002968.t1
Pno05G004036.t1	Pno06G002975.t1
Pno05G004039.t2	Pno06G003037.t1
Pno05G004042.t3	Pno06G003044.t1
Pno05G004043.t1	Pno06G003102.t2
Pno05G004045.t1	Pno06G003113.t1
Pno05G004047.t1	Pno06G003146.t1
Pno05G004050.t3	Pno06G003148.t1
Pno05G004055.t1	Pno06G003195.t8
Pno05G004056.t2	Pno06G003197.t1
Pno05G004071.t1	Pno06G003214.t1
Pno05G004074.t1	Pno06G003219.t1
Pno05G004075.t1	Pno06G003224.t1
Pno05G004076.t1	Pno06G003235.t1
Pno05G004079.t1	Pno06G003251.t1
Pno05G004080.t1	Pno06G003271.t1
Pno05G004081.t1	Pno06G003275.t1
Pno05G004095.t2	Pno06G003353.t1
Pno05G004102.t1	Pno06G003361.t2
Pno05G004105.t1	Pno06G003362.t1
Pno05G004119.t1	Pno06G003409.t1
Pno05G004120.t3	Pno06G003412.t1
Pno05G004129.t1	Pno06G003468.t1
Pno05G004136.t1	Pno06G003563.t1
Pno05G004137.t1	Pno06G003639.t1
Pno05G004139.t1	Pno06G003644.t1
Pno05G004145.t1	Pno06G003734.t1
Pno05G004146.t1	Pno06G003745.t1
Pno05G004148.t1	Pno06G003779.t1
Pno05G004149.t2	Pno06G003780.t2
Pno05G004155.t1	Pno06G003798.t1
Pno05G004156.t1	Pno06G003815.t1
Pno05G004162.t1	Pno06G003873.t2
Pno05G004168.t1	Pno06G004147.t1
Pno05G004181.t1	Pno06G004173.t1
Pno05G004184.t2	Pno06G004175.t1
Pno05G004186.t1	Pno06G004176.t1
Pno05G004194.t3	Pno06G004185.t1
Pno05G004195.t1	Pno06G004195.t1
Pno05G004197.t1	Pno06G004199.t1
Pno05G004967.t4	Pno06G014352.t1
Pno05G004994.t1	Pno06G014694.t1
Pno05G004996.t2	Pno06G014702.t1
Pno05G004997.t1	Pno06G014737.t1
Pno05G004999.t1	Pno06G014741.t1
Pno05G005000.t1	Pno06G014798.t1
Pno05G005007.t1	Pno06G014832.t1
Pno05G005012.t1	Pno06G014850.t1
Pno05G005015.t1	Pno06G014924.t1
Pno05G005018.t1	Pno06G014949.t1
Pno05G005022.t2	Pno06G015411.t1
Pno05G005029.t2	Pno06G015581.t1
Pno05G005053.t1	Pno06G015748.t1
Pno05G005067.t1	Pno06G016076.t1
Pno05G005068.t1	Pno06G016084.t1
Pno05G005076.t1	Pno06G016189.t1
Pno05G005094.t1	Pno06G016274.t1
Pno05G005095.t1	Pno06G016303.t1
Pno05G005097.t1	Pno06G016357.t1
Pno05G005099.t1	Pno06G016362.t1
Pno05G005101.t1	Pno06G016371.t1
Pno05G005104.t1	Pno06G016397.t1
Pno05G005110.t1	Pno06G000010.t1
Pno05G005113.t1	Pno06G000014.t1
Pno05G005114.t1	Pno06G000034.t1
Pno05G005115.t1	Pno06G000055.t1
Pno05G005125.t1	Pno06G000096.t2
Pno05G005127.t1	Pno06G000098.t1
Pno05G005128.t1	Pno06G000105.t1
Pno05G005129.t1	Pno06G000128.t1
Pno05G005132.t1	Pno06G000139.t1
Pno05G005134.t1	Pno06G000141.t2
Pno05G005136.t1	Pno06G000142.t1
Pno05G005139.t1	Pno06G000151.t1
Pno05G005140.t1	Pno06G000153.t2
Pno05G005143.t1	Pno06G000156.t1
Pno05G005144.t1	Pno06G000160.t1
Pno05G005147.t2	Pno06G000164.t1
Pno05G005151.t1	Pno06G000202.t1
Pno05G005152.t1	Pno06G000206.t1
Pno05G005153.t2	Pno06G000214.t1
Pno05G005156.t1	Pno06G000230.t3
Pno05G005160.t1	Pno06G000303.t1
Pno05G005161.t2	Pno06G000304.t3
Pno05G005162.t1	Pno06G000333.t1
Pno05G005163.t1	Pno06G000335.t1
Pno05G005165.t1	Pno06G000354.t1
Pno05G005166.t1	Pno06G000362.t1
Pno05G005168.t1	Pno06G000376.t1
Pno05G005169.t1	Pno06G000380.t1
Pno05G005179.t1	Pno06G000402.t1
Pno05G005188.t2	Pno06G000439.t1
Pno05G005189.t1	Pno06G000440.t1
Pno05G002000.t1	Pno06G004013.t1
Pno05G004711.t1	Pno06G004025.t1
Pno05G005837.t1	Pno06G004032.t1
Pno05G006142.t1	Pno06G004034.t2
Pno05G006219.t1	Pno06G004035.t1
Pno05G006754.t1	Pno06G004038.t1
Pno05G007079.t1	Pno06G004039.t1
Pno05G007267.t1	Pno06G004041.t4
Pno05G008760.t1	Pno06G004043.t1
Pno05G009402.t1	Pno06G004046.t1
Pno05G009558.t1	Pno06G004050.t1
Pno05G011347.t1	Pno06G004056.t1
Pno05G011431.t1	Pno06G004057.t1
Pno05G011481.t1	Pno06G004058.t1
Pno05G013411.t1	Pno06G004060.t1
Pno05G013555.t1	Pno06G004062.t1
Pno05G013720.t1	Pno06G004063.t1
Pno05G014320.t1	Pno06G004065.t1
Pno05G014370.t1	Pno06G004066.t1
Pno05G014449.t1	Pno06G004067.t1
Pno05G016328.t1	Pno06G004073.t1
Pno05G017512.t2	Pno06G004075.t1
Pno05G017600.t1	Pno06G004076.t1
Pno05G000263.t1	Pno06G004082.t2
Pno05G000274.t1	Pno06G004083.t1
Pno05G000745.t1	Pno06G004085.t1
Pno05G000830.t3	Pno06G004087.t1
Pno05G000880.t2	Pno06G004088.t1
Pno05G001366.t1	Pno06G004090.t1
Pno05G001867.t1	Pno06G004092.t3
Pno05G001881.t1	Pno06G004093.t1
Pno05G002312.t1	Pno06G004101.t1
Pno05G002334.t1	Pno06G004102.t2
Pno05G002726.t1	Pno06G004105.t1
Pno05G002875.t1	Pno06G004109.t1
Pno05G005418.t1	Pno06G004132.t1
Pno05G005694.t1	Pno06G004133.t1
Pno05G003636.t1	Pno06G007339.t1
Pno05G003640.t1	Pno06G009576.t1
Pno05G003654.t1	Pno06G010348.t3
Pno05G003655.t1	Pno06G010971.t1
Pno05G003672.t1	Pno06G012817.t1
Pno05G003673.t1	Pno06G013125.t1
Pno05G003676.t1	Pno06G013284.t1
Pno05G003685.t2	Pno06G014229.t1
Pno05G003687.t1	Pno06G014526.t1
Pno05G003690.t3	Pno06G014746.t1
Pno05G003694.t1	Pno06G015728.t1
Pno05G003698.t1	Pno06G000061.t1
Pno05G003699.t1	Pno06G000084.t1
Pno05G003703.t1	Pno06G000227.t1
Pno05G003714.t1	Pno06G000553.t1
Pno05G003715.t1	Pno06G000924.t1
Pno05G003726.t1	Pno06G001247.t1
Pno05G003727.t1	Pno06G001324.t1
Pno05G003732.t1	Pno06G001503.t1
Pno05G004268.t1	Pno06G002055.t1
Pno05G004269.t1	Pno06G002129.t1
Pno05G004272.t1	Pno06G002147.t1
Pno05G004273.t1	Pno06G002148.t1
Pno05G004275.t1	Pno06G002149.t1
Pno05G004278.t1	Pno06G002150.t1
Pno05G004279.t1	Pno06G002173.t1
Pno05G004288.t1	Pno06G002182.t1
Pno05G004297.t1	Pno06G002217.t1
Pno05G004303.t1	Pno06G002231.t1
Pno05G004308.t1	Pno06G002263.t1
Pno05G004329.t1	Pno06G002400.t1
Pno05G004339.t1	Pno06G002474.t1
Pno05G004347.t1	Pno06G002614.t1
Pno05G004372.t1	Pno06G002760.t1
Pno05G004375.t1	Pno06G002826.t1
Pno05G004378.t1	Pno06G002919.t2
Pno05G006754.t1	Pno06G004197.t1
Pno05G007079.t1	Pno06G004217.t1
Pno05G007267.t1	Pno06G004272.t2
Pno05G007425.t1	Pno06G004438.t1
Pno05G008760.t1	Pno06G004543.t1
Pno05G013492.t1	Pno06G004938.t1
Pno05G013720.t1	Pno06G004944.t1
Pno05G004483.t1	Pno06G014605.t1
Pno05G004489.t1	Pno06G014557.t1
Pno05G004497.t1	Pno06G014485.t1
Pno05G004499.t1	Pno06G014364.t1
Pno05G004500.t1	Pno06G014355.t1
Pno05G004501.t1	Pno06G014352.t1
Pno05G004502.t1	Pno06G014335.t1
Pno05G004507.t1	Pno06G014323.t6
Pno05G004509.t1	Pno06G014239.t1
Pno05G004512.t1	Pno06G014188.t1
Pno05G004513.t1	Pno06G014060.t1
Pno05G004515.t1	Pno06G014044.t1
Pno05G004516.t1	Pno06G013992.t1
Pno05G004517.t1	Pno06G013977.t1
Pno05G004519.t1	Pno06G013968.t1
Pno05G004521.t1	Pno06G013961.t1
Pno05G004523.t1	Pno06G013952.t1
Pno05G004524.t1	Pno06G013931.t2
Pno05G004525.t1	Pno06G013619.t1
Pno05G004537.t1	Pno06G013609.t2
Pno05G004539.t1	Pno06G013578.t2
Pno05G004540.t1	Pno06G013567.t1
Pno05G004541.t1	Pno06G013520.t1
Pno05G004543.t1	Pno06G013454.t1
Pno05G004551.t1	Pno06G013429.t1
Pno05G004556.t1	Pno06G013360.t1
Pno05G004557.t1	Pno06G013314.t1
Pno05G004558.t1	Pno06G013251.t1
Pno05G004566.t2	Pno06G013086.t1
Pno05G004571.t1	Pno06G013042.t1
Pno05G004572.t1	Pno06G013031.t1
Pno05G004580.t1	Pno06G012995.t1
Pno05G004587.t1	Pno06G012831.t1
Pno05G004588.t1	Pno06G012822.t1
Pno05G004592.t1	Pno06G012814.t1
Pno05G004597.t1	Pno06G012776.t1
Pno05G004599.t1	Pno06G012709.t1
Pno05G004601.t1	Pno06G012656.t1
Pno05G004602.t1	Pno06G012576.t1
Pno05G004603.t2	Pno06G012552.t3
Pno05G004605.t1	Pno06G012451.t1
Pno05G004607.t1	Pno06G012377.t1
Pno05G004611.t1	Pno06G012330.t1
Pno05G004614.t1	Pno06G012186.t2
Pno05G004618.t1	Pno06G012154.t2
Pno05G004621.t1	Pno06G012131.t1
Pno05G004624.t1	Pno06G012095.t1
Pno05G004632.t1	Pno06G011909.t1
Pno05G004637.t2	Pno06G011892.t1
Pno05G004639.t1	Pno06G011703.t1
Pno05G004646.t1	Pno06G011614.t1
Pno05G004647.t1	Pno06G011606.t1
Pno05G004650.t3	Pno06G011582.t1
Pno05G004653.t1	Pno06G011538.t2
Pno05G004664.t1	Pno06G011371.t1
Pno05G004665.t1	Pno06G011348.t1
Pno05G004671.t1	Pno06G011281.t1
Pno05G004677.t1	Pno06G011165.t1
Pno05G004688.t1	Pno06G011161.t1
Pno05G004691.t1	Pno06G011008.t1
Pno05G004693.t1	Pno06G010998.t1
Pno05G004695.t1	Pno06G010981.t1
Pno05G004700.t1	Pno06G010966.t1
Pno05G004702.t1	Pno06G010959.t1
Pno05G004703.t1	Pno06G010956.t1
Pno05G004705.t1	Pno06G010904.t1
Pno05G004706.t1	Pno06G010864.t1
Pno05G004707.t1	Pno06G010646.t1
Pno05G004708.t1	Pno06G010607.t1
Pno05G004712.t1	Pno06G010540.t1
Pno05G004722.t2	Pno06G010402.t1
Pno05G004724.t1	Pno06G010326.t2
Pno05G004730.t1	Pno06G009990.t1
Pno05G004733.t1	Pno06G009899.t1
Pno05G004735.t1	Pno06G009761.t1
Pno05G004738.t1	Pno06G009738.t1
Pno05G004740.t1	Pno06G009704.t3
Pno05G004741.t1	Pno06G009646.t1
Pno05G004743.t1	Pno06G009602.t1
Pno05G004745.t1	Pno06G009577.t1
Pno05G004746.t1	Pno06G009528.t1
Pno05G004748.t1	Pno06G009372.t1
Pno05G004750.t1	Pno06G009306.t1
Pno05G004755.t1	Pno06G009281.t1
Pno05G004760.t1	Pno06G009183.t1
Pno05G004764.t1	Pno06G009046.t1
Pno05G004766.t1	Pno06G008967.t1
Pno05G004768.t1	Pno06G008929.t1
Pno05G004770.t4	Pno06G008893.t1
Pno05G004773.t1	Pno06G008766.t1
Pno05G004774.t1	Pno06G008747.t1
Pno05G004775.t5	Pno06G008736.t1
Pno05G004782.t1	Pno06G008658.t1
Pno05G004783.t1	Pno06G008628.t1
Pno05G004788.t1	Pno06G008505.t1
Pno05G004794.t1	Pno06G008439.t1
Pno05G004795.t1	Pno06G008432.t1
Pno05G004796.t1	Pno06G008366.t1
Pno05G004807.t1	Pno06G008355.t1
Pno05G004814.t1	Pno06G008320.t1
Pno05G004815.t1	Pno06G008229.t1
Pno05G004816.t1	Pno06G008211.t1
Pno05G004818.t1	Pno06G008025.t1
Pno05G004821.t1	Pno06G007990.t1
Pno05G004830.t1	Pno06G007982.t1
Pno05G004831.t1	Pno06G007958.t2
Pno05G004833.t1	Pno06G007941.t1
Pno05G004834.t1	Pno06G007864.t1
Pno05G004839.t1	Pno06G007836.t1
Pno05G004841.t1	Pno06G007826.t1
Pno05G004844.t1	Pno06G007787.t1
Pno05G004848.t1	Pno06G007676.t1
Pno05G004849.t1	Pno06G007664.t1
Pno05G004864.t1	Pno06G007491.t1
Pno05G004867.t1	Pno06G007428.t1
Pno05G004870.t1	Pno06G007096.t1
Pno05G004871.t1	Pno06G007090.t1
Pno05G004877.t1	Pno06G006895.t1
Pno05G004878.t1	Pno06G006892.t1
Pno05G004879.t1	Pno06G006864.t2
Pno05G004881.t1	Pno06G006834.t1
Pno05G004885.t1	Pno06G006754.t1
Pno05G004887.t1	Pno06G006572.t1
Pno05G004892.t1	Pno06G006538.t1
Pno05G004899.t1	Pno06G006289.t1
Pno05G004901.t3	Pno06G006170.t1
Pno05G004905.t1	Pno06G006158.t1
Pno05G004906.t1	Pno06G006095.t1
Pno05G004910.t1	Pno06G006046.t1
Pno05G004912.t1	Pno06G005958.t1
Pno05G004923.t1	Pno06G005847.t2
Pno05G004934.t1	Pno06G005812.t1
Pno05G004936.t1	Pno06G005778.t2
Pno05G004940.t1	Pno06G005698.t1
Pno05G004958.t2	Pno06G005504.t1
Pno05G004962.t1	Pno06G005450.t1
Pno05G004967.t4	Pno06G005434.t1
Pno05G004968.t1	Pno06G005423.t1
Pno05G004975.t3	Pno06G005379.t1
Pno05G004977.t1	Pno06G005349.t2
Pno05G004979.t1	Pno06G005341.t1
Pno05G004982.t3	Pno06G005287.t6
Pno05G004984.t3	Pno06G005247.t1
Pno05G004991.t1	Pno06G005241.t1
Pno05G004136.t1	Pno06G006037.t2
Pno05G004137.t1	Pno06G005960.t1
Pno05G004140.t2	Pno06G005928.t1
Pno05G004147.t1	Pno06G005832.t1
Pno05G004152.t1	Pno06G005820.t1
Pno05G004161.t1	Pno06G005774.t1
Pno05G004175.t1	Pno06G005740.t1
Pno05G004176.t1	Pno06G005714.t1
Pno05G004177.t1	Pno06G005713.t1
Pno05G004184.t2	Pno06G005682.t1
Pno05G004186.t1	Pno06G005655.t1
Pno05G004193.t2	Pno06G005621.t1
Pno05G004203.t2	Pno06G005557.t1
Pno05G004234.t1	Pno06G005519.t1
Pno05G004251.t1	Pno06G005517.t2
Pno05G004264.t1	Pno06G005458.t1
Pno05G004268.t1	Pno06G005413.t1
Pno05G004293.t1	Pno06G005356.t1
Pno05G004295.t1	Pno06G005304.t1
Pno05G004303.t1	Pno06G005223.t1
Pno05G004305.t1	Pno06G005190.t1
Pno05G004307.t1	Pno06G005188.t1
Pno05G004201.t1	Pno06G003322.t1
Pno05G004203.t2	Pno06G003317.t1
Pno05G004205.t1	Pno06G003316.t1
Pno05G004209.t1	Pno06G003311.t1
Pno05G004220.t1	Pno06G003276.t1
Pno05G004222.t1	Pno06G003264.t1
Pno05G004224.t1	Pno06G003253.t1
Pno05G004234.t1	Pno06G003213.t1
Pno05G004236.t1	Pno06G003209.t2
Pno05G004251.t1	Pno06G003187.t2
Pno05G004252.t1	Pno06G003139.t1
Pno05G004254.t1	Pno06G003136.t1
Pno05G004256.t1	Pno06G003123.t1
Pno05G004257.t1	Pno06G003116.t1
Pno05G004262.t1	Pno06G003060.t1
Pno05G004264.t1	Pno06G003049.t1
Pno05G004297.t1	Pno06G002959.t1
Pno05G003567.t1	Pno06G004142.t1
Pno05G003569.t1	Pno06G002973.t1
Pno05G003575.t1	Pno06G002712.t1
Pno05G003587.t1	Pno06G002442.t1
Pno05G003589.t1	Pno06G002304.t4
Pno05G003591.t1	Pno06G002261.t1
Pno05G003607.t1	Pno06G001775.t1
Pno05G003609.t1	Pno06G001768.t1
Pno05G003623.t1	Pno06G001713.t1
Pno05G003625.t1	Pno06G001673.t1
Pno05G004375.t1	Pno06G005009.t1
Pno05G004387.t1	Pno06G004910.t1
Pno05G004401.t1	Pno06G004877.t2
Pno05G004418.t1	Pno06G004825.t1
Pno05G004419.t1	Pno06G004823.t1
Pno05G004428.t1	Pno06G004770.t1
Pno05G004430.t1	Pno06G004767.t1
Pno05G004449.t1	Pno06G004736.t1
Pno05G008664.t1	Pno06G004767.t1
Pno05G013708.t1	Pno06G004749.t1
Pno05G006503.t1	Pno06G004696.t1
Pno05G009147.t1	Pno06G004657.t1
Pno05G009558.t1	Pno06G004633.t1
Pno05G011222.t1	Pno06G004621.t1
Pno05G011347.t1	Pno06G004613.t1
Pno05G002338.t2	Pno07G009421.t1
Pno05G002363.t1	Pno07G009505.t1
Pno05G002381.t1	Pno07G009533.t1
Pno05G002420.t3	Pno07G009574.t1
Pno05G002424.t1	Pno07G009697.t2
Pno05G002440.t1	Pno07G009952.t1
Pno05G002447.t1	Pno07G010070.t1
Pno05G002482.t1	Pno07G010529.t1
Pno05G002523.t1	Pno07G010697.t1
Pno05G002556.t2	Pno07G011148.t2
Pno05G004910.t1	Pno07G002778.t1
Pno05G004923.t1	Pno07G002788.t1
Pno05G004935.t1	Pno07G002801.t1
Pno05G004936.t1	Pno07G002803.t1
Pno05G004958.t2	Pno07G002821.t1
Pno05G004962.t1	Pno07G002829.t2
Pno05G004967.t4	Pno07G002831.t1
Pno05G004992.t1	Pno07G002877.t1
Pno05G010384.t1	Pno07G003702.t1
Pno05G011372.t1	Pno07G003712.t1
Pno05G011378.t2	Pno07G003716.t1
Pno05G011459.t1	Pno07G003728.t1
Pno05G011514.t1	Pno07G003732.t1
Pno05G011808.t2	Pno07G003735.t2
Pno05G012086.t1	Pno07G003738.t1
Pno05G012712.t1	Pno07G003751.t1
Pno05G002006.t1	Pno07G006965.t1
Pno05G002016.t1	Pno07G007089.t1
Pno05G002061.t1	Pno07G007128.t1
Pno05G002082.t1	Pno07G007354.t1
Pno05G002152.t1	Pno07G007464.t1
Pno05G002189.t1	Pno07G007545.t1
Pno05G002194.t1	Pno07G007572.t1
Pno05G002207.t1	Pno07G007845.t1
Pno05G004753.t1	Pno07G002482.t1
Pno05G004755.t1	Pno07G002492.t1
Pno05G004773.t1	Pno07G002518.t1
Pno05G004807.t1	Pno07G002560.t1
Pno05G004831.t1	Pno07G002639.t1
Pno05G004836.t1	Pno07G002644.t1
Pno05G004844.t1	Pno07G002650.t1
Pno05G004870.t1	Pno07G002704.t1
Pno05G004902.t2	Pno07G002735.t1
Pno05G001102.t1	Pno07G009616.t1
Pno05G001124.t1	Pno07G009589.t1
Pno05G001204.t1	Pno07G009549.t1
Pno05G001236.t1	Pno07G009538.t1
Pno05G001245.t1	Pno07G009499.t1
Pno05G001289.t1	Pno07G009461.t1
Pno05G001297.t1	Pno07G009430.t1
Pno05G004995.t1	Pno08G003199.t1
Pno05G005012.t1	Pno08G003240.t1
Pno05G005015.t1	Pno08G003263.t1
Pno05G005018.t1	Pno08G003280.t1
Pno05G005030.t1	Pno08G003327.t1
Pno05G005053.t1	Pno08G003333.t7
Pno05G005057.t1	Pno08G003338.t1
Pno05G005062.t1	Pno08G003343.t1
Pno05G005067.t1	Pno08G003381.t1
Pno05G005077.t1	Pno08G003399.t1
Pno05G005097.t1	Pno08G003456.t1
Pno05G005103.t1	Pno08G003465.t2
Pno05G005110.t1	Pno08G003490.t1
Pno05G005114.t1	Pno08G003494.t2
Pno05G005129.t1	Pno08G003554.t1
Pno05G005132.t1	Pno08G003564.t1
Pno05G005144.t1	Pno08G003577.t1
Pno05G005152.t1	Pno08G003589.t1
Pno05G005154.t1	Pno08G003598.t1
Pno05G005159.t1	Pno08G003627.t1
Pno05G005165.t1	Pno08G003665.t1
Pno05G004634.t1	Pno08G002737.t1
Pno05G004639.t1	Pno08G002726.t1
Pno05G004646.t1	Pno08G002711.t1
Pno05G004663.t2	Pno08G002695.t1
Pno05G004673.t1	Pno08G002672.t1
Pno05G004690.t1	Pno08G002667.t1
Pno05G004693.t1	Pno08G002666.t1
Pno05G004716.t1	Pno08G002641.t2
Pno05G004724.t1	Pno08G002631.t2
Pno05G004732.t1	Pno08G002607.t1
Pno05G004733.t1	Pno08G002601.t3
Pno05G004736.t1	Pno08G002576.t1
Pno05G004740.t1	Pno08G002558.t1
Pno05G004741.t1	Pno08G002556.t2
Pno05G004745.t1	Pno08G002550.t2
Pno05G004755.t1	Pno08G002534.t3
Pno05G004770.t4	Pno08G002514.t1
Pno05G004782.t1	Pno08G002502.t1
Pno05G004816.t1	Pno08G002466.t1
Pno05G004838.t1	Pno08G002454.t1
Pno05G004844.t1	Pno08G002445.t1
Pno05G004870.t1	Pno08G002394.t1
Pno05G004877.t1	Pno08G002392.t1
Pno05G004495.t1	Pno08G003129.t1
Pno05G004505.t1	Pno08G003053.t1
Pno05G004521.t1	Pno08G003036.t1
Pno05G004527.t1	Pno08G003032.t1
Pno05G004543.t1	Pno08G003000.t1
Pno05G004571.t1	Pno08G002934.t1
Pno05G004572.t1	Pno08G002928.t1
Pno05G004574.t1	Pno08G002922.t1
Pno05G004575.t1	Pno08G002921.t1
Pno05G004580.t1	Pno08G002916.t1
Pno05G004592.t1	Pno08G002900.t1
Pno05G004599.t1	Pno08G002893.t1
Pno05G004601.t1	Pno08G002881.t1
Pno05G003983.t1	Pno09G001467.t1
Pno05G003994.t2	Pno09G001471.t1
Pno05G004009.t1	Pno09G001496.t1
Pno05G004011.t1	Pno09G001497.t1
Pno05G004025.t1	Pno09G001515.t2
Pno05G004055.t1	Pno09G001543.t1
Pno05G004081.t1	Pno09G001558.t1
Pno05G004093.t1	Pno09G001561.t3
Pno05G004102.t1	Pno09G001562.t1
Pno05G004119.t1	Pno09G001587.t1
Pno05G004129.t1	Pno09G001601.t1
Pno05G004130.t1	Pno09G001603.t1
Pno05G004136.t1	Pno09G001609.t2
Pno05G004139.t1	Pno09G001612.t1
Pno05G003743.t1	Pno09G001248.t1
Pno05G003752.t1	Pno09G001249.t1
Pno05G003755.t1	Pno09G001250.t1
Pno05G003786.t1	Pno09G001272.t1
Pno05G003793.t1	Pno09G001279.t2
Pno05G003795.t1	Pno09G001283.t1
Pno05G003806.t1	Pno09G001306.t1
Pno05G003820.t1	Pno09G001321.t1
Pno05G003822.t1	Pno09G001328.t1
Pno05G003860.t1	Pno09G001380.t1
Pno05G003866.t2	Pno09G001387.t1
Pno05G003886.t1	Pno09G001401.t3
Pno05G003923.t1	Pno09G001429.t1
Pno05G003930.t1	Pno09G001435.t1
Pno05G003577.t1	Pno09G001040.t1
Pno05G003588.t2	Pno09G001058.t2
Pno05G003606.t1	Pno09G001071.t2
Pno05G003641.t1	Pno09G001110.t1
Pno05G003655.t1	Pno09G001115.t1
Pno05G003676.t1	Pno09G001128.t1
Pno05G003683.t1	Pno09G001146.t1
Pno05G003687.t1	Pno09G001161.t1
Pno05G003694.t1	Pno09G001177.t1
Pno05G003702.t1	Pno09G001191.t1
Pno05G003713.t1	Pno09G001193.t1
Pno05G005592.t1	Pno09G015518.t1
Pno05G005700.t1	Pno09G015661.t1
Pno05G005702.t1	Pno09G015664.t1
Pno05G005714.t1	Pno09G015772.t1
Pno05G005846.t1	Pno09G015811.t1
Pno05G005847.t1	Pno09G015812.t1
Pno05G005989.t1	Pno09G015834.t1
Pno05G003593.t1	Pno09G005259.t1
Pno05G003595.t1	Pno09G005260.t1
Pno05G003596.t1	Pno09G005262.t1
Pno05G003599.t1	Pno09G005346.t1
Pno05G003631.t1	Pno09G005348.t1
Pno05G003633.t1	Pno09G005357.t1
Pno05G003429.t1	Pno09G001823.t1
Pno05G003434.t1	Pno09G001818.t1
Pno05G003437.t1	Pno09G001809.t1
Pno05G003439.t1	Pno09G001803.t1
Pno05G003444.t3	Pno09G001792.t1
Pno05G003457.t1	Pno09G001761.t1
Pno05G003459.t1	Pno09G001747.t2
Pno05G003461.t1	Pno09G001740.t1
Pno05G003466.t3	Pno09G001721.t3
Pno05G003473.t2	Pno09G001715.t1
Pno05G004161.t1	Pno09G001910.t2
Pno05G004162.t1	Pno09G001908.t2
Pno05G004168.t1	Pno09G001906.t1
Pno05G004170.t1	Pno09G001905.t1
Pno05G004175.t1	Pno09G001877.t1
Pno05G004178.t1	Pno09G001876.t1
Pno05G004186.t1	Pno09G001865.t1
Pno05G004197.t1	Pno09G001856.t1
Pno05G004203.t2	Pno09G001855.t1
Pno06G002263.t1	Pno06G003911.t2
Pno06G002401.t1	Pno06G003929.t1
Pno06G002541.t2	Pno06G003948.t1
Pno06G002653.t1	Pno06G003956.t1
Pno06G002695.t1	Pno06G003958.t1
Pno06G002729.t1	Pno06G003959.t1
Pno06G002814.t1	Pno06G003966.t1
Pno06G002826.t1	Pno06G003970.t1
Pno06G004749.t1	Pno06G004053.t1
Pno06G004766.t1	Pno06G004016.t1
Pno06G004798.t1	Pno06G004010.t1
Pno06G004805.t1	Pno06G004008.t1
Pno06G004825.t1	Pno06G004003.t1
Pno06G004872.t1	Pno06G003995.t1
Pno06G004886.t1	Pno06G003986.t1
Pno06G004921.t1	Pno06G003978.t1
Pno06G004929.t1	Pno06G003971.t1
Pno06G005009.t1	Pno06G003970.t1
Pno06G005010.t1	Pno06G003966.t1
Pno06G005056.t1	Pno06G003947.t1
Pno06G005086.t1	Pno06G003926.t1
Pno06G005105.t1	Pno06G003925.t1
